Year,date,product,weight,location,Total Days Weight
2015,09-Feb,microwave popcorn,270,,
2015,09-Feb,parmesan and basil biscuits,100,,
2015,09-Feb,crisp bread,250,,
2015,09-Feb,sage and onion stuffing,125,,
2015,09-Feb,tomato chutney,210,,
2015,09-Feb,blackberry jam,200,,
2015,09-Feb,mushy peas,900,,
2015,09-Feb,colemans season and shake,72,,
2015,09-Feb,cheese sauce,40,,
2015,09-Feb,special k porridge,125,,
2015,09-Feb,veg soup,800,,
2015,09-Feb,apple and blackberry porridge,80,,
2015,09-Feb,self raising flour,1500,,
2015,09-Feb,plain flour,1500,,
2015,09-Feb,chocolates,70,,
2015,09-Feb,chicken,9000,Nandos,
2015,09-Feb,tagliatelly pasta,500,,
2015,09-Feb,tart,230,,
2015,09-Feb,veg soup,708,,
2015,09-Feb,beetroot soup,432,,
2015,09-Feb,chopped tomatoes,1600,,
2015,09-Feb,Plum tomatoes,1600,,
2015,09-Feb,eggs,40950,,
2015,10-Feb,bread,27600,St barts,
2015,10-Feb,tomato and basil pasta sauce,350,South Leeds Foodbank,
2015,10-Feb,sardines,125,South Leeds Foodbank,
2015,10-Feb,tuna,185,South Leeds Foodbank,
2015,10-Feb,chickpeas,1200,South Leeds Foodbank,
2015,10-Feb,oxtail soup,400,South Leeds Foodbank,
2015,10-Feb,carrot and coriander soup,400,South Leeds Foodbank,
2015,10-Feb,baked beans,220,South Leeds Foodbank,
2015,10-Feb,mixed beans,300,South Leeds Foodbank,
2015,10-Feb,spaguetti heinz,800,South Leeds Foodbank,
2015,10-Feb,cup a soup,70,South Leeds Foodbank,
2015,10-Feb,cookies,150,South Leeds Foodbank,
2015,10-Feb,tomato and basil soup,590,South Leeds Foodbank,
2015,10-Feb,Chilli beef soup,400,South Leeds Foodbank,
2015,10-Feb,baked beans,390,South Leeds Foodbank,
2015,10-Feb,cream of tomato soup,295,South Leeds Foodbank,
2015,10-Feb,new potatoes,540,South Leeds Foodbank,
2015,10-Feb,pineapple compote,390,South Leeds Foodbank,
2015,10-Feb,minced beef and onion,400,South Leeds Foodbank,
2015,10-Feb,chicken and mushroom soup,400,South Leeds Foodbank,
2015,10-Feb,mushy peas,600,South Leeds Foodbank,
2015,10-Feb,chicken noodle soup,590,South Leeds Foodbank,
2015,10-Feb,sweet and sour sauce,440,South Leeds Foodbank,
2015,10-Feb,cream of chicken soup,800,South Leeds Foodbank,
2015,10-Feb,tomato soup,400,South Leeds Foodbank,
2015,10-Feb,caramel sauce,260,South Leeds Foodbank,
2015,10-Feb,chopped tomatoes,400,South Leeds Foodbank,
2015,10-Feb,oats so simple,385,South Leeds Foodbank,
2015,10-Feb,hot and sour cup soup,80,South Leeds Foodbank,
2015,10-Feb,fajita cooking sauce,430,South Leeds Foodbank,
2015,10-Feb,schwartz mix,35,South Leeds Foodbank,
2015,10-Feb,cake mix,461,South Leeds Foodbank,
2015,10-Feb,jello,128,South Leeds Foodbank,
2015,10-Feb,miso soup,75,South Leeds Foodbank,
2015,10-Feb,carrot and coriander soup,415,South Leeds Foodbank,
2015,10-Feb,tikka masala sauce,420,South Leeds Foodbank,
2015,10-Feb,mackerel,1275,South Leeds Foodbank,
2015,10-Feb,golden breadcrumbs,175,South Leeds Foodbank,
2015,10-Feb,olive oil,250,South Leeds Foodbank,
2015,10-Feb,prunes in juice,410,South Leeds Foodbank,
2015,10-Feb,peach slices,420,South Leeds Foodbank,
2015,10-Feb,spag hoops,205,South Leeds Foodbank,
2015,10-Feb,coronation tuna,240,South Leeds Foodbank,
2015,10-Feb,olives,907,South Leeds Foodbank,
2015,10-Feb,pickled onions,454,South Leeds Foodbank,
2015,10-Feb,humbags,250,South Leeds Foodbank,
2015,10-Feb,twirls,125,South Leeds Foodbank,
2015,10-Feb,bacon rashers snack,150,South Leeds Foodbank,
2015,10-Feb,cheetos,125,South Leeds Foodbank,
2015,10-Feb,digestive,500,South Leeds Foodbank,
2015,10-Feb,veg soup,400,South Leeds Foodbank,
2015,10-Feb,mincemeat,411,South Leeds Foodbank,
2015,10-Feb,tuna chunks,80,South Leeds Foodbank,
2015,10-Feb,mushroom soup,400,South Leeds Foodbank,
2015,10-Feb,baked beans,415,South Leeds Foodbank,
2015,10-Feb,rice pudding,425,South Leeds Foodbank,
2015,10-Feb,baked beans,830,South Leeds Foodbank,
2015,10-Feb,spaguetti,800,South Leeds Foodbank,
2015,10-Feb,tomato and chilli sauce,335,South Leeds Foodbank,
2015,10-Feb,ground coffee,125,South Leeds Foodbank,
2015,10-Feb,bourbon creams,400,South Leeds Foodbank,
2015,10-Feb,lemon meringue,260,South Leeds Foodbank,
2015,10-Feb,chocolate,380,South Leeds Foodbank,
2015,10-Feb,ryvita,200,South Leeds Foodbank,
2015,10-Feb,country veg soup,400,South Leeds Foodbank,
2015,10-Feb,mushroom soup,290,South Leeds Foodbank,
2015,10-Feb,salmon in brine,200,South Leeds Foodbank,
2015,10-Feb,prunes in juice,410,South Leeds Foodbank,
2015,10-Feb,lemon curd,227,South Leeds Foodbank,
2015,10-Feb,pineapple slices,227,South Leeds Foodbank,
2015,10-Feb,custard,98,South Leeds Foodbank,
2015,10-Feb,pearl barley,500,South Leeds Foodbank,
2015,10-Feb,steak and kidney pie,425,South Leeds Foodbank,
2015,10-Feb,shepperds pie mix,50,South Leeds Foodbank,
2015,10-Feb,crisps,50,South Leeds Foodbank,
2015,10-Feb,rice,1000,South Leeds Foodbank,
2015,10-Feb,dry macaroni,500,South Leeds Foodbank,
2015,10-Feb,peas,300,South Leeds Foodbank,
2015,10-Feb,mellows birds,100,South Leeds Foodbank,
2015,10-Feb,egg noodles,375,South Leeds Foodbank,
2015,10-Feb,medium noodles,600,South Leeds Foodbank,
2015,10-Feb,dry spaguetti,500,South Leeds Foodbank,
2015,10-Feb,oat so simple,57,South Leeds Foodbank,
2015,10-Feb,sweetcorn,326,South Leeds Foodbank,
2015,10-Feb,red kidney beans,400,South Leeds Foodbank,
2015,10-Feb,whole carrots,300,South Leeds Foodbank,
2015,10-Feb,chicken gravy,200,South Leeds Foodbank,
2015,10-Feb,chopped tomatoes,400,South Leeds Foodbank,
2015,10-Feb,basmati rice,500,South Leeds Foodbank,
2015,10-Feb,oats so simple,385,South Leeds Foodbank,
2015,10-Feb,Plum tomatoes,1200,South Leeds Foodbank,
2015,10-Feb,conchigliette,250,South Leeds Foodbank,
2015,10-Feb,baby cauli cheese,125,South Leeds Foodbank,
2015,10-Feb,tuna,740,South Leeds Foodbank,
2015,10-Feb,tomato soup,860,South Leeds Foodbank,
2015,10-Feb,mixed veg,300,South Leeds Foodbank,
2015,10-Feb,tinned potatoes,300,South Leeds Foodbank,
2015,10-Feb,black cherries,460,South Leeds Foodbank,
2015,10-Feb,raspberry nibbles,45,South Leeds Foodbank,
2015,10-Feb,custard,225,South Leeds Foodbank,
2015,10-Feb,carrot cake,200,South Leeds Foodbank,
2015,10-Feb,fruit log,300,South Leeds Foodbank,
2015,10-Feb,fruit cake,200,South Leeds Foodbank,
2015,10-Feb,pearl barley,500,South Leeds Foodbank,
2015,10-Feb,sprout,500,South Leeds Foodbank,
2015,10-Feb,oats so simple,642,South Leeds Foodbank,
2015,10-Feb,soreen,270,South Leeds Foodbank,
2015,10-Feb,chocolate pudding,190,South Leeds Foodbank,
2015,10-Feb,sliced carrots,300,South Leeds Foodbank,
2015,10-Feb,kashmiri masala,270,South Leeds Foodbank,
2015,10-Feb,broth mix,500,South Leeds Foodbank,
2015,10-Feb,tea bags,290,South Leeds Foodbank,
2015,10-Feb,instand noodles,108,South Leeds Foodbank,
2015,10-Feb,stir fry sauce,120,South Leeds Foodbank,
2015,10-Feb,crisps,50,South Leeds Foodbank,
2015,10-Feb,chopped tomatoes,400,South Leeds Foodbank,
2015,10-Feb,noodles,70,South Leeds Foodbank,
2015,10-Feb,baby cauli cheese,125,South Leeds Foodbank,
2015,10-Feb,sunflower seeds,150,South Leeds Foodbank,
2015,10-Feb,bacon noodles,100,South Leeds Foodbank,
2015,10-Feb,chicken noodles,100,South Leeds Foodbank,
2015,10-Feb,broth mix,500,South Leeds Foodbank,
2015,10-Feb,chicken and sweetcorn rice,120,South Leeds Foodbank,
2015,10-Feb,angel delight,59,South Leeds Foodbank,
2015,10-Feb,green beans,400,South Leeds Foodbank,
2015,10-Feb,chickpeas,400,South Leeds Foodbank,
2015,10-Feb,mug shot,54,South Leeds Foodbank,
2015,10-Feb,ravioli,400,South Leeds Foodbank,
2015,10-Feb,sliced carrots,300,South Leeds Foodbank,
2015,10-Feb,red hot pepper sauce,300,South Leeds Foodbank,
2015,10-Feb,rhubarb and ginger preserve,340,South Leeds Foodbank,
2015,10-Feb,basmati rice,5000,South Leeds Foodbank,
2015,10-Feb,crisps,225,South Leeds Foodbank,
2015,10-Feb,jersey new potatoes,300,South Leeds Foodbank,
2015,10-Feb,chicken noodles,85,South Leeds Foodbank,
2015,10-Feb,lemon curd,340,South Leeds Foodbank,
2015,10-Feb,chicken oxos,71,South Leeds Foodbank,
2015,10-Feb,brown rice,1000,South Leeds Foodbank,
2015,10-Feb,japanese noodles,800,South Leeds Foodbank,
2015,10-Feb,egg noodles,750,South Leeds Foodbank,
2015,10-Feb,noodles,75,South Leeds Foodbank,
2015,10-Feb,bbq beef noodles,100,South Leeds Foodbank,
2015,10-Feb,coco pops,300,South Leeds Foodbank,
2015,10-Feb,strawberry and vanilla log,400,South Leeds Foodbank,
2015,11-Feb,milk,2000,,
2015,11-Feb,ryvita,56250,,
2015,11-Feb,prawn crackers,70,,
2015,11-Feb,choc flying sauces,2400,,
2015,11-Feb,wholegrain ryvita,153000,,
2015,11-Feb,black pepper ryvita,6400,,
2015,11-Feb,orange powerade,18000,,
2015,11-Feb,pitta bread,28620,,
2015,11-Feb,plain flour,145000,,
2015,11-Feb,pineapple and coconut juice,36000,,
2015,11-Feb,lemon tea,1800,,
2015,11-Feb,lucozade,24000,,
2015,11-Feb,spaguetti rings,56880,,
2015,11-Feb,Plum tomatoes,19200,,
2015,11-Feb,pot noodles,5040,,
2015,11-Feb,pomegranate and apple juice,10000,,
2015,11-Feb,peach and apple,1000,,
2015,11-Feb,orange juice,11000,,
2015,11-Feb,parsnips,4300,,
2015,11-Feb,banana cake,450,,
2015,11-Feb,hoisin sauce,270,,
2015,11-Feb,bread,2350,,
2015,11-Feb,sweet marinated herring,2000,,
2015,11-Feb,rich tea biscuits,250,,
2015,11-Feb,apricot halves,420,,
2015,11-Feb,pineapple slices,432,,
2015,11-Feb,soft noodles,300,,
2015,11-Feb,melba toast,100,,
2015,11-Feb,ginger ale,1000,,
2015,11-Feb,grapefruit segments,539,,
2015,11-Feb,mini weetabix,450,,
2015,11-Feb,hollandaise sauce,28,,
2015,11-Feb,casserole mix,80,,
2015,11-Feb,cornflour,250,,
2015,11-Feb,instant noodles,80,,
2015,11-Feb,gravy sauce,30,,
2015,11-Feb,white sauce mix,25,,
2015,11-Feb,con carne mix,40,,
2015,11-Feb,minestrone soup,1245,,
2015,11-Feb,tomato soup,800,,
2015,11-Feb,leek soup,830,,
2015,11-Feb,grapefruit segments,411,,
2015,11-Feb,sliced mushrooms,580,,
2015,11-Feb,mushroom soup,1200,,
2015,11-Feb,carrot and coriander soup,400,,
2015,11-Feb,peach slices,420,,
2015,11-Feb,french onion soup,800,,
2015,11-Feb,fruit cocktail,415,,
2015,11-Feb,chickpeas,410,,
2015,11-Feb,cream of chicken soup,295,,
2015,11-Feb,sweetcorn,195,,
2015,11-Feb,semolina,400,,
2015,11-Feb,grapefruit segments,411,,
2015,11-Feb,cream of tomato soup,295,,
2015,11-Feb,spag loops,395,,
2015,11-Feb,country garden soup,415,,
2015,11-Feb,custard,400,,
2015,11-Feb,lychees in syrup,425,,
2015,11-Feb,pineapple pieces,565,,
2015,11-Feb,chicken soup,400,,
2015,11-Feb,baked beans,415,,
2015,12-Feb,oranges,280000,GT Produce,
2015,12-Feb,limes,15000,GT Produce,
2015,12-Feb,knoor cubes,150,,
2015,12-Feb,sausage,300,,
2015,12-Feb,condensed milk,600,,
2015,12-Feb,fruit in syrup,165000,,
2015,12-Feb,sweets,150,,
2015,12-Feb,yam paste,225,,
2015,12-Feb,cereal bars,160,,
2015,12-Feb,crackers,500,,
2015,12-Feb,cocoa,200,,
2015,12-Feb,crackers,70,,
2015,12-Feb,sauces,800,,
2015,12-Feb,maple syrup,250,,
2015,12-Feb,truffle butter,80,,
2015,12-Feb,soup,400,,
2015,12-Feb,panettone,100,,
2015,12-Feb,pesto,150,,
2015,12-Feb,noodles,100,,
2015,12-Feb,special k cereal bars,115,,
2015,12-Feb,tea bags,200,,
2015,12-Feb,macaroni,425,,
2015,12-Feb,pineapple slices,227,,
2015,12-Feb,bourbon creams,400,,
2015,12-Feb,instant noodles,80,,
2015,12-Feb,hollandaise sauce,28,,
2015,12-Feb,four cheese mix,35,,
2015,12-Feb,lamb gravy,30,,
2015,12-Feb,parsley sauce mix,21,,
2015,12-Feb,lemon mint and parsley cous cous,100,,
2015,12-Feb,mild instant curry,150,,
2015,12-Feb,quaker oats,200,,
2015,12-Feb,cup a soup,100,,
2015,12-Feb,shortbread cookies,150,,
2015,12-Feb,granola,300,,
2015,12-Feb,mixed fruit chutney,750,,
2015,12-Feb,chilli jam,220,,
2015,12-Feb,grapefruit segments,290,,
2015,12-Feb,spaguetti tin,400,,
2015,12-Feb,macaroni cheese,400,,
2015,12-Feb,lime pickle,400,,
2015,12-Feb,walnut oil,150,,
2015,12-Feb,chilli 'oil,200,,
2015,12-Feb,baby food,150,,
2015,12-Feb,lasagna,300,,
2015,12-Feb,dried mushrooms,100,,
2015,12-Feb,hazelnuts,250,,
2015,12-Feb,veg suet,100,,
2015,12-Feb,biscuits,300,,
2015,12-Feb,cheesecake,300,,
2015,12-Feb,soy sauce,1300,,
2015,12-Feb,soy sauce,600,,
2015,12-Feb,pasta,500,,
2015,12-Feb,spelt flour,1000,,
2015,12-Feb,rye bread,500,,
2015,12-Feb,malt flour,300,,
2015,12-Feb,flour,4100,,
2015,12-Feb,pearl barley,500,,
2015,12-Feb,chai latte,200,,
2015,12-Feb,noodles,400,,
2015,12-Feb,gnocchi,400,,
2015,12-Feb,pasta,200,,
2015,12-Feb,rice,250,,
2015,12-Feb,dried seaweed,50,,
2015,12-Feb,salt,150,,
2015,12-Feb,semolina,250,,
2015,12-Feb,veg burger,125,,
2015,12-Feb,dried shrimp,100,,
2015,12-Feb,bran bars,50,,
2015,12-Feb,pepper,25,,
2015,12-Feb,beans,100,,
2015,12-Feb,biscuits,700,,
2015,12-Feb,drinks,22100,,
2015,12-Feb,biscuits,3000,,
2015,12-Feb,orange nectar,48000,,
2015,12-Feb,chopped tomatoes,800,,
2015,12-Feb,crackers,29600,,
2015,12-Feb,choc biscuits,12900,,
2015,12-Feb,spaguetti hoops,4500,,
2015,12-Feb,powerade drink,30000,,
2015,12-Feb,pot noodles,180,,
2015,12-Feb,juice,70000,,
2015,12-Feb,instant tea,750,,
2015,12-Feb,flour,27500,,
2015,12-Feb,chicken,5350,Nandos,
2015,13-Feb,chickpeas,2400,,
2015,13-Feb,onions,850,,
2015,13-Feb,ovaltine,400,,
2015,13-Feb,olive oil,2000,,
2015,13-Feb,Plum tomatoes,3200,,
2015,13-Feb,wheat free wraps,300,,
2015,16-Feb,earl grey,500,Mark,
2015,16-Feb,tetley tea bags,125,Mark,
2015,16-Feb,instant lemon tea,375,Mark,
2015,16-Feb,nescafe,200,Mark,
2015,16-Feb,nescafe black gold,200,Mark,
2015,16-Feb,nescafe gold blend,150,Mark,
2015,16-Feb,rich italian coffee,200,Mark,
2015,16-Feb,earl grey,500,Mark,
2015,16-Feb,salt,2500,Mark,
2015,16-Feb,typhoo decaf,250,Mark,
2015,16-Feb,cappachino,180,Mark,
2015,16-Feb,coconut tea,125,Mark,
2015,16-Feb,lady grey,125,Mark,
2015,16-Feb,basmati rice,9000,Mark,
2015,16-Feb,long grain rice,2000,Mark,
2015,16-Feb,rice,3000,Mark,
2015,16-Feb,uncle bens rice,250,Mark,
2015,16-Feb,orange mango & cinnamon tea,40,Mark,
2015,16-Feb,peppermint tea,40,Mark,
2015,16-Feb,digestive,300,Mark,
2015,16-Feb,nescafe,300,Mark,
2015,16-Feb,apricots,570,Mark,
2015,16-Feb,instant noodles,100,Mark,
2015,16-Feb,oats so simple,324,Mark,
2015,16-Feb,fruit and nut,120,Mark,
2015,16-Feb,cherry chocolate,100,Mark,
2015,16-Feb,ginger chocolate,100,Mark,
2015,16-Feb,snickers,174,Mark,
2015,16-Feb,red salmon,340,Mark,
2015,16-Feb,mixed beans,420,Mark,
2015,16-Feb,heinz beans,415,Mark,
2015,16-Feb,sweet pickle,295,Mark,
2015,16-Feb,coffee,100,Mark,
2015,16-Feb,white vinegar,1704,Mark,
2015,16-Feb,ground cinammon,66,Mark,
2015,16-Feb,ground ginger,34,Mark,
2015,16-Feb,plum sauce,320,Mark,
2015,16-Feb,red kidney beans,840,Mark,
2015,16-Feb,marmite,250,Mark,
2015,16-Feb,turkey gravy,170,Mark,
2015,16-Feb,strawberry jam,340,Mark,
2015,16-Feb,marmalade,794,Mark,
2015,16-Feb,soft prunes,220,Mark,
2015,16-Feb,creamed coconut,200,Mark,
2015,16-Feb,apricots,250,Mark,
2015,16-Feb,chicken gravy,170,Mark,
2015,16-Feb,cocoa,250,Mark,
2015,16-Feb,honey,908,Mark,
2015,16-Feb,ground chilli & garlic,62,Mark,
2015,16-Feb,red salmon,180,Mark,
2015,16-Feb,butter fudge,150,Mark,
2015,16-Feb,ground turmeric,45,Mark,
2015,16-Feb,polos,455,Mark,
2015,16-Feb,lemongrass,11,Mark,
2015,16-Feb,dried mixed fruit,1000,Mark,
2015,16-Feb,raisin & sultana,880,Mark,
2015,16-Feb,raisins,200,Mark,
2015,16-Feb,black pepper,221,Mark,
2015,16-Feb,white pepper,0,Mark,
2015,16-Feb,salmon,3486,Mark,
2015,16-Feb,cooking salt,1500,Mark,
2015,16-Feb,peach slices,830,Mark,
2015,16-Feb,dark soy sauce,525,Mark,
2015,16-Feb,star anise,30,Mark,
2015,16-Feb,hot chilli relish,380,Mark,
2015,16-Feb,fruit cocktail,420,Mark,
2015,16-Feb,pineapple pieces,454,Mark,
2015,16-Feb,ground ginger,69,Mark,
2015,16-Feb,gravy granules,770,Mark,
2015,16-Feb,chicken gravy,300,Mark,
2015,16-Feb,coffee,276,Mark,
2015,16-Feb,gravy,170,Mark,
2015,16-Feb,cocoa,250,Mark,
2015,16-Feb,gherkins,260,Mark,
2015,16-Feb,glacier cherries,1000,Mark,
2015,16-Feb,mixed peel,600,Mark,
2015,16-Feb,drinking chocolate,220,Mark,
2015,16-Feb,extract of almond,46,Mark,
2015,16-Feb,scarlett food colour,28,Mark,
2015,16-Feb,vanilla extract,38,Mark,
2015,16-Feb,baking powder,170,Mark,
2015,16-Feb,cumin seeds,38,Mark,
2015,16-Feb,christmas marmalade,340,Mark,
2015,16-Feb,ground cinammon,33,Mark,
2015,16-Feb,extract of almond,28,Mark,
2015,16-Feb,cinnamon,39,Mark,
2015,16-Feb,cranberry sauce,200,Mark,
2015,16-Feb,mint sauce,250,Mark,
2015,16-Feb,bucks fizz maramalade,227,Mark,
2015,16-Feb,chocolate sprinkles,10,Mark,
2015,16-Feb,pinapple pieces,227,Mark,
2015,16-Feb,red salmon,180,Mark,
2015,16-Feb,choc fingers,125,Mark,
2015,16-Feb,knoor cubes,1085,Mark,
2015,16-Feb,ground cinamon,66,Mark,
2015,16-Feb,almond extract,66,Mark,
2015,16-Feb,cream coconut,600,Mark,
2015,16-Feb,mango and chilli sweet sauce,230,Mark,
2015,16-Feb,chilli sauce,920,Mark,
2015,16-Feb,sweet chilli dip,142,Mark,
2015,16-Feb,sweet chilli and garlic,295,Mark,
2015,16-Feb,ground black pepper,400,Mark,
2015,16-Feb,madras spices,90,Mark,
2015,16-Feb,ground white pepper,100,Mark,
2015,16-Feb,star anise,30,Mark,
2015,16-Feb,egg noodles,1500,Mark,
2015,16-Feb,hot curry powder,85,Mark,
2015,16-Feb,baking powder,170,Mark,
2015,16-Feb,salt and pepper,195,Mark,
2015,16-Feb,mild curry powder,85,Mark,
2015,16-Feb,mardras spice blend,90,Mark,
2015,16-Feb,mixed spice,34,Mark,
2015,16-Feb,spice chilli chocolate,100,Mark,
2015,16-Feb,corn flower,250,Mark,
2015,16-Feb,self raising flower,500,Mark,
2015,16-Feb,dairy milk bubbly chocolate,90,Mark,
2015,16-Feb,soy sauce,450,Mark,
2015,16-Feb,almond extract,94,Mark,
2015,16-Feb,vanilla extract,38,Mark,
2015,16-Feb,chicken stock,80,Mark,
2015,16-Feb,sweet chilli dip,190,Mark,
2015,16-Feb,rock salt,87,Mark,
2015,16-Feb,cinnamon,35,Mark,
2015,16-Feb,mars bar,58,Mark,
2015,16-Feb,polos,35,Mark,
2015,16-Feb,tic tacs,16,Mark,
2015,16-Feb,black pepper,24,Mark,
2015,16-Feb,red kidney beans,2520,Mark,
2015,16-Feb,baked beans,1250,Mark,
2015,16-Feb,chopped tomatoes,1600,Mark,
2015,16-Feb,new potatos,570,Mark,
2015,16-Feb,mixed beans,1210,Mark,
2015,16-Feb,red salmon,573,Mark,
2015,16-Feb,sweetcorn,340,Mark,
2015,16-Feb,gerkins,660,Mark,
2015,16-Feb,mixed fruit teas,516,Mark,
2015,16-Feb,tea bags,489,Mark,
2015,16-Feb,tetley tea bags,200,Mark,
2015,16-Feb,earl grey,183,Mark,
2015,16-Feb,raspberry strawberry and longberry tea,40,Mark,
2015,16-Feb,raspberry gin sang,20,Mark,
2015,16-Feb,lemon tea,107,Mark,
2015,16-Feb,hassam tea bags,276,Mark,
2015,16-Feb,sachet of coffee,91,Mark,
2015,16-Feb,coffee,319,Mark,
2015,16-Feb,strawberry jam,340,Mark,
2015,16-Feb,fruit tea leaves,50,Mark,
2015,16-Feb,self raising flour,6000,Mark,
2015,16-Feb,plain flour,1500,Mark,
2015,16-Feb,red mix,495,Mark,
2015,16-Feb,choc sprinkles,105,Mark,
2015,16-Feb,coke,3000,Mark,
2015,16-Feb,tomato and red pepper relsih,415,Mark,
2015,16-Feb,sea salt,500,Mark,
2015,16-Feb,soy sauce,375,Mark,
2015,16-Feb,oats so simple,360,Mark,
2015,17-Feb,dried mangos,500,NLFB,
2015,17-Feb,tarka dahl soup,800,NLFB,
2015,17-Feb,black cherries,425,NLFB,
2015,17-Feb,mini pears,380,NLFB,
2015,17-Feb,basmati rice,1000,NLFB,
2015,17-Feb,green tea,100,NLFB,
2015,17-Feb,pasta pot,80,NLFB,
2015,17-Feb,Plum tomatoes,8000,NLFB,
2015,17-Feb,sesame seeds,125,NLFB,
2015,17-Feb,canderel,75,NLFB,
2015,17-Feb,cola,2000,NLFB,
2015,17-Feb,luxurey mince meat,411,NLFB,
2015,17-Feb,spaghetti,820,NLFB,
2015,17-Feb,growing up milk,1200,NLFB,
2015,17-Feb,pohma medium,150,NLFB,
2015,17-Feb,chilli and garlic sauce,300,NLFB,
2015,17-Feb,chicken soup,400,NLFB,
2015,17-Feb,veggie spag bol,415,NLFB,
2015,17-Feb,aubergine caponata,425,NLFB,
2015,17-Feb,sardines,240,NLFB,
2015,17-Feb,blueberry conserve,340,NLFB,
2015,17-Feb,butter beans,410,NLFB,
2015,17-Feb,veg soup,400,NLFB,
2015,17-Feb,rice pudding,1275,NLFB,
2015,17-Feb,coconut and lime rice,250,NLFB,
2015,17-Feb,oyster and spring onion sauce,120,NLFB,
2015,17-Feb,irish stew,392,NLFB,
2015,17-Feb,mandarin oranges,740,NLFB,
2015,17-Feb,peach slices,400,NLFB,
2015,17-Feb,biryani hot and spicey,350,NLFB,
2015,17-Feb,beef bolognese,400,NLFB,
2015,17-Feb,fusilli,500,NLFB,
2015,17-Feb,steamed pudding golden syrup,200,NLFB,
2015,17-Feb,chilli con carne,392,NLFB,
2015,17-Feb,peeled plum tomatoes,400,NLFB,
2015,17-Feb,devon custard,425,NLFB,
2015,17-Feb,spaghetti,820,NLFB,
2015,17-Feb,peach halves,410,NLFB,
2015,17-Feb,black eyed beans,400,NLFB,
2015,17-Feb,pinapple pieces,432,NLFB,
2015,17-Feb,mushy peas,300,NLFB,
2015,17-Feb,chicken in white sauce,400,NLFB,
2015,17-Feb,tomato soup,300,NLFB,
2015,17-Feb,sliced mushrooms,290,NLFB,
2015,17-Feb,button mushrooms,290,NLFB,
2015,17-Feb,onion chutney,300,NLFB,
2015,17-Feb,morrocan spiced cous cous,200,NLFB,
2015,17-Feb,veg oxo,71,NLFB,
2015,17-Feb,veg soup,400,NLFB,
2015,17-Feb,stewed steak,390,NLFB,
2015,17-Feb,chicken soup,1200,NLFB,
2015,17-Feb,creamy tomato pasta sauce,340,NLFB,
2015,17-Feb,almon butter,170,NLFB,
2015,17-Feb,horseradish sauce,330,NLFB,
2015,17-Feb,butter toffee,550,NLFB,
2015,17-Feb,blackcurrant juice,1000,NLFB,
2015,17-Feb,malt vinegar,568,NLFB,
2015,17-Feb,sweetcorn,195,NLFB,
2015,17-Feb,blackcurrant juice,200,NLFB,
2015,17-Feb,green tea,50,NLFB,
2015,17-Feb,tomato and basil pasta sauce,150,NLFB,
2015,17-Feb,chedder cheese sauce,40,NLFB,
2015,17-Feb,blackcurrent jelly,135,NLFB,
2015,17-Feb,cheese brocilli sauce,120,NLFB,
2015,17-Feb,sardines,240,NLFB,
2015,17-Feb,soy sauce,150,NLFB,
2015,17-Feb,mushroom pasta,110,NLFB,
2015,17-Feb,vanilla pods,20,NLFB,
2015,17-Feb,cinamon coffee,340,NLFB,
2015,17-Feb,fruit slices,211,NLFB,
2015,17-Feb,jaffa cakes,288,NLFB,
2015,17-Feb,desicated coconut,87,NLFB,
2015,17-Feb,canderel,34,NLFB,
2015,17-Feb,red lentils,1800,NLFB,
2015,17-Feb,carbonated mineral water,14500,SLFB,
2015,17-Feb,san pallegrino,14000,SLFB,
2015,17-Feb,tonic water,1000,SLFB,
2015,17-Feb,chilli beans,800,SLFB,
2015,17-Feb,chopped tomatoes,1200,SLFB,
2015,17-Feb,latte sachets,176,SLFB,
2015,17-Feb,indian tonic water,1000,SLFB,
2015,17-Feb,soda water,1000,SLFB,
2015,17-Feb,baked beans,3600,SLFB,
2015,17-Feb,potato and leed soup,400,SLFB,
2015,17-Feb,carrot and coriander soup,400,SLFB,
2015,17-Feb,enchelado cooking sauce,395,SLFB,
2015,17-Feb,peach slices,415,SLFB,
2015,17-Feb,onions,1445,katheryn,
2015,17-Feb,chai tea bags,125,SLFB,
2015,17-Feb,breadcrums,175,SLFB,
2015,17-Feb,instant porridge,120,SLFB,
2015,17-Feb,pasta bake,970,SLFB,
2015,17-Feb,blackcurrents,290,SLFB,
2015,17-Feb,ground coffee,125,SLFB,
2015,17-Feb,great fruit segments,538,SLFB,
2015,17-Feb,lasagne sheets,500,SLFB,
2015,17-Feb,natural sweetner,250,SLFB,
2015,17-Feb,cream of mushroom,400,SLFB,
2015,17-Feb,red lasagne paste,350,SLFB,
2015,17-Feb,banana shake,200,SLFB,
2015,17-Feb,sliced peaches,410,SLFB,
2015,17-Feb,horseradish sauce,250,SLFB,
2015,17-Feb,space raiders,13,SLFB,
2015,17-Feb,chicken curry mix,33,SLFB,
2015,17-Feb,quality street,20,SLFB,
2015,17-Feb,chocolte chip cookies,250,SLFB,
2015,17-Feb,breakfast bake,45,SLFB,
2015,17-Feb,orange segments,114,SLFB,
2015,18-Feb,cherry tomatos,138750,GT Produce,
2015,18-Feb,beef tomatos,20250,GT Produce,
2015,18-Feb,bread,13650,toast loves coffee,
2015,18-Feb,almond milk,1000,toast loves coffee,
2015,18-Feb,ricottia,250,toast loves coffee,
