Year,date,product,weight,location,Total Days Weight
2015,5-august,spaghetti,17500,SLFB,
2015,5-august,noodles,590,SLFB,
2015,5-august,noodles,185,SLFB,
2015,5-august,uncle bens rice,125,SLFB,
2015,5-august,mug shot,64,SLFB,
2015,5-august,steam pot,150,SLFB,
2015,5-august,chilli cooking sauce,500,SLFB,
2015,5-august,red cabbage,445,SLFB,
2015,5-august,angel delight,59,SLFB,
2015,5-august,chick peas,800,SLFB,
2015,5-august,mini pears,230,SLFB,
2015,5-august,mug shot,45,SLFB,
2015,5-august,cuppa pasta,147,SLFB,
2015,5-august,quinoa,500,SLFB,
2015,5-august,onions,1000,SLFB,
2015,5-august,haribo sweets,210,SLFB,
2015,5-august,sugar,1000,SLFB,
2015,5-august,fruit teacakes,300,SLFB,
2015,5-august,white bread,300,SLFB,
2015,5-august,corn flakes,500,SLFB,
2015,5-august,shredded wheat,500,SLFB,
2015,5-august,bran flakes,500,SLFB,
2015,5-august,cheerios,375,SLFB,
2015,5-august,noodles,770,SLFB,
2015,5-august,latte sachets,120,SLFB,
2015,5-august,3 bean salad,400,SLFB,
2015,5-august,red salmon,231,SLFB,
2015,5-august,tuna steaks,190,SLFB,
2015,5-august,giada pesto,180,SLFB,
2015,5-august,mushroom soup,1200,SLFB,
2015,5-august,tomato soup,295,SLFB,
2015,5-august,peach slices,415,SLFB,
2015,5-august,pot noodle,90,SLFB,
2015,5-august,tomato soup sachets,64,SLFB,
2015,5-august,carnation cream,170,SLFB,
2015,5-august,pineapple  slices,227,SLFB,
2015,5-august,jaffa cakes,125,SLFB,
2015,5-august,typhoo tea,100,SLFB,
2015,5-august,salmon,140,SLFB,
2015,5-august,cherry bakewells,300,SLFB,
2015,5-august,madiera cake,400,SLFB,
2015,5-august,teabags,250,SLFB,
2015,5-august,crisps,725,SLFB,
2015,5-august,noodles,65,SLFB,
2015,5-august,strawberry jam,454,SLFB,
2015,5-august,tuna chunks,160,SLFB,
2015,5-august,penne,500,SLFB,
2015,5-august,jam,1600,SLFB,
2015,5-august,regae sauce,350,SLFB,
2015,5-august,onion chutney,300,SLFB,
2015,5-august,mulled wine chutney,300,SLFB,
2015,5-august,couscous,400,SLFB,
2015,5-august,beans,420,SLFB,
2015,5-august,chopped tomatoes,400,SLFB,
2015,5-august,beans,415,SLFB,
2015,5-august,bisto gravy,170,SLFB,
2015,5-august,nescafe,50,SLFB,
2015,5-august,lemon cake slices,180,SLFB,
2015,5-august,tuna chunks,160,SLFB,
2015,5-august,cereal,30,SLFB,
2015,5-august,tinned carrots,400,SLFB,
2015,5-august,minestrone soup,295,SLFB,
2015,5-august,market deli,160,SLFB,
2015,5-august,tomato soup,1600,SLFB,
2015,5-august,Tomato & parmasan soup,400,SLFB,
2015,5-august,chicken soup,400,SLFB,
2015,5-august,walnut cake,300,SLFB,
2015,5-august,Pasta & sauce,75,SLFB,
2015,5-august,shredded wheat,700,SLFB,
2015,5-august,frosted flakes,500,SLFB,
2015,5-august,veg soup,400,SLFB,
2015,5-august,fruit shortcake biscuits,200,SLFB,
2015,5-august,chutney,300,SLFB,
2015,5-august,salt,750,SLFB,
2015,5-august,humbugs,225,SLFB,
2015,5-august,cup a soup,25,SLFB,
2015,5-august,rice crispies,600,SLFB,
2015,5-august,cassia bark,50,SLFB,
2015,5-august,spaghetti,500,SLFB,
2015,5-august,pasta bake sauce,500,SLFB,
2015,5-august,polish pickle,520,SLFB,
2015,5-august,spaghetti rice,385,SLFB,
2015,5-august,pineapple  slices,220,SLFB,
2015,5-august,crackers,300,SLFB,
2015,5-august,couscous,300,SLFB,
2015,5-august,corn flakes,750,SLFB,
2015,5-august,oats,500,SLFB,
2015,5-august,jam,300,SLFB,
2015,5-august,Sweet & sour sauce,500,SLFB,
2015,5-august,carnation cream,410,SLFB,
2015,5-august,frosties,500,SLFB,
2015,5-august,basmati rice,250,SLFB,
2015,5-august,pasta bake sauce,500,SLFB,
2015,5-august,strawberry jam,454,SLFB,
2015,5-august,baby food fish pie,130,SLFB,
2015,5-august,Ale & marmalade sauce,200,SLFB,
2015,5-august,super rice,100,SLFB,
2015,5-august,bisto gravy,30,SLFB,
2015,5-august,roasties seasoning,48,SLFB,
2015,5-august,uncle bens rice,1000,SLFB,
2015,5-august,porridge,50,SLFB,
2015,5-august,butterbeans,820,SLFB,
2015,5-august,basmati rice,750,SLFB,
2015,5-august,rice ,1000,SLFB,
2015,5-august,rice pudding,400,SLFB,
2015,5-august,ritz crackers,200,SLFB,
2015,5-august,naked bars,175,SLFB,
2015,5-august,lion bars,60,SLFB,
2015,5-august,milky bars,48,SLFB,
2015,5-august,beef spread,200,SLFB,
2015,5-august,wafers,600,SLFB,
2015,5-august,tomato chutney,300,SLFB,
2015,5-august,tomato soup,400,SLFB,
2015,5-august,oxtail soup,400,SLFB,
2015,5-august,Lentil & bacon soup,400,SLFB,
2015,5-august,pasta  ,500,SLFB,
2015,5-august,walnut cake,300,SLFB,
2015,5-august,onion relish,335,SLFB,
2015,5-august,branston pickle,360,SLFB,
2015,5-august,worcester sauce,150,SLFB,
2015,5-august,chocolate biscuits,400,SLFB,
2015,5-august,christmas pudding,100,SLFB,
2015,5-august,fajita sauce,100,SLFB,
2015,5-august,Fruit & fibre,750,SLFB,
2015,5-august,spaghetti,1000,SLFB,
2015,5-august,walnut halves,150,SLFB,
2015,5-august,anchovi fillets,50,SLFB,
2015,5-august,hot chocolate,300,SLFB,
2015,5-august,coffee,190,SLFB,
2015,5-august,chestnut spread,500,SLFB,
2015,5-august,Chicken & veg casserole,392,SLFB,
2015,5-august,spaghetti,410,SLFB,
2015,5-august,tomato soup,400,SLFB,
2015,5-august,beef stew,390,SLFB,
2015,5-august,baked beans,410,SLFB,
2015,5-august,Peas & carrots,400,SLFB,
2015,5-august,sponge pudding,300,SLFB,
2015,5-august,big soup,400,SLFB,
2015,5-august,Bean & veg sausage,410,SLFB,
2015,5-august,chicken soup,400,SLFB,
2015,5-august,baked beans,420,SLFB,
2015,5-august,pine,432,SLFB,
2015,5-august,pot noodle,113,SLFB,
2015,5-august,irish stew,780,SLFB,
2015,5-august,spag bol,410,SLFB,
2015,5-august,chick peas,200,SLFB,
2015,5-august,rice ,500,SLFB,
2015,5-august,ice cream cones,150,SLFB,
2015,5-august,ginger biscuits,300,SLFB,
2015,5-august,coffee,85,SLFB,
2015,5-august,snak crackers,200,SLFB,
2015,5-august,apple pies,300,SLFB,
2015,5-august,chopped tomatoes,400,SLFB,
2015,5-august,plum tomatoes,400,SLFB,
2015,5-august,Pea & ham soup,400,SLFB,
2015,5-august,ravioli,200,SLFB,
2015,5-august,oxtail soup,400,SLFB,
2015,5-august,Chicken & sweetcorn soup,400,SLFB,
2015,5-august,prunes,420,SLFB,
2015,5-august,pink salmon,212,SLFB,
2015,5-august,cereal,30,SLFB,
2015,5-august,go ahead,20,SLFB,
2015,5-august,corn flakes,750,SLFB,
2015,5-august,milk,1000,SLFB,
2015,5-august,teabags,250,SLFB,
2015,5-august,granola,500,SLFB,
2015,5-august,pepper rice,250,SLFB,
2015,5-august,penne,500,SLFB,
2015,5-august,balti sauce,840,SLFB,
2015,5-august,corned beef ,340,SLFB,
2015,5-august,veg soup,400,SLFB,
2015,5-august,crackers,120,SLFB,
2015,5-august,Cheese & chive crackers,150,SLFB,
2015,5-august,chilli beans,420,SLFB,
2015,5-august,spaghetti,400,SLFB,
2015,5-august,rice pudding,400,SLFB,
2015,5-august,curry beans,390,SLFB,
2015,5-august,Cider & mustard sauce,445,SLFB,
2015,5-august,sweetcorn,150,SLFB,
2015,5-august,soup broth mix,500,SLFB,
2015,5-august,couscous,300,SLFB,
2015,5-august,packet soup,2550,SLFB,
2015,5-august,chocolate biscuits,932,SLFB,
2015,5-august,pasta sheets,375,SLFB,
2015,5-august,carrot crisps,14,SLFB,
2015,5-august,pasta  ,500,SLFB,
2015,5-august,teabags,280,SLFB,
2015,5-august,grape nuts,450,SLFB,
2015,5-august,jumbo peanuts,500,SLFB,
2015,5-august,bread crumbs,250,SLFB,
2015,5-august,quinoa,500,SLFB,
2015,5-august,croissants,250,SLFB,
2015,5-august,chocolate balls,375,SLFB,
2015,5-august,ginger biscuits,300,SLFB,
2015,5-august,risotto,500,SLFB,
2015,5-august,pork casserole,230,SLFB,
2015,5-august,salsa dip,300,SLFB,
2015,5-august,french onion soup,400,SLFB,
2015,5-august,spam,250,SLFB,
2015,5-august,crisps,40,SLFB,
2015,5-august,fruit teacakes,60,SLFB,
2015,5-august,garden soup,400,SLFB,
2015,5-august,oat cakes,291,SLFB,
2015,5-august,fried beans,415,SLFB,
2015,5-august,Potato & leek soup,400,SLFB,
2015,5-august,tapioca,385,SLFB,
2015,5-august,mug shot,56,SLFB,
2015,5-august,seasoning,114,SLFB,
2015,5-august,carnation cream,410,SLFB,
2015,5-august,jelly,270,SLFB,
2015,5-august,banana chews,38,SLFB,
2015,5-august,corn flakes,17,SLFB,
2015,5-august,chestnut mushrooms,220,SLFB,
2015,5-august,green lettuce,2620,katheryn,
2015,5-august,lollo rosso,1500,katheryn,107709
2015,6-august,Lentil & bacon soup,400,PVT,
2015,6-august,spaghetti,395,PVT,
2015,6-august,chicken soup,400,PVT,
2015,6-august,baked beans,415,PVT,
2015,6-august,gooseberries,2950,PVT,
2015,6-august,maize flour,3600,PVT,8160
2015,7-august,chick peas,400,PVT,
2015,7-august,potatoes,820,PVT,
2015,7-august,golden syrup,150,PVT,
2015,7-august,opaxo,985,PVT,
2015,7-august,beef spread,150,PVT,
2015,7-august,cranberry sauce,250,PVT,
2015,7-august,spaghetti,30,PVT,
2015,7-august,dumpling mix,142,PVT,
2015,7-august,lemon juice,160,PVT,
2015,7-august,baked beans,1220,PVT,
2015,7-august,instant custard,150,PVT,
2015,7-august,angel delight,118,PVT,
2015,7-august,sugar strands,213,PVT,
2015,7-august,minced beef & onion,784,PVT,
2015,7-august,sliced carrots,300,PVT,
2015,7-august,whole carrots,300,PVT,
2015,7-august,new potatoes,705,PVT,
2015,7-august,coffee mate,200,PVT,
2015,7-august,bicarb,200,PVT,
2015,7-august,mixed herbs,11,PVT,
2015,7-august,pear halves,411,PVT,
2015,7-august,peach slices,415,PVT,
2015,7-august,Chicken & veg soup,400,PVT,
2015,7-august,trifle sponges,200,PVT,
2015,7-august,tomato soup,400,PVT,
2015,7-august,cornflour,500,PVT,
2015,7-august,mixed veg,400,PVT,
2015,7-august,strawberry jam,454,PVT,
2015,7-august,parsnip soup,400,PVT,
2015,7-august,spaghetti,400,PVT,
2015,7-august,marmalade,454,PVT,
2015,7-august,apricot jam,454,PVT,
2015,7-august,coffee mate,500,PVT,
2015,7-august,diced beef,453,PVT,
2015,7-august,turkey fillets,440,PVT,
2015,7-august,chicken fillets,1620,PVT,
2015,7-august,mince beef,250,PVT,
2015,7-august,sausages,550,PVT,
2015,7-august,cream crackers,400,PVT,
2015,7-august,mixed veg,6000,PVT,
2015,7-august,roast chicken,140,PVT,
2015,7-august,braised beef,427,PVT,
2015,7-august,sausages,600,PVT,
2015,7-august,Lentil & bacon soup,400,PVT,
2015,7-august,cockaleekie soup,800,PVT,
2015,7-august,cream crackers,200,PVT,
2015,7-august,oat biscuits,130,PVT,
2015,7-august,kitkat,40,PVT,
2015,7-august,teabags,100,PVT,
2015,7-august,coffee compliment,500,PVT,
2015,7-august,assorted biscuits,600,PVT,
2015,7-august,new potatoes,300,PVT,
2015,7-august,angel delight,59,PVT,
2015,7-august,shortbread,680,PVT,
2015,7-august,dumpling mix,284,PVT,
2015,7-august,chocolate  ,200,PVT,
2015,7-august,gravy granuals,400,PVT,
2015,7-august,tuc,150,PVT,
2015,7-august,teabags,1500,PVT,
2015,7-august,oat cakes,250,PVT,
2015,7-august,fruit cake,907,PVT,
2015,7-august,caramel wafers,300,PVT,
2015,7-august,lettuce,6500,katheryn,37856
2015,10-august,instant mash,500,PVT,
2015,10-august,soya mince,100,PVT,
2015,10-august,yellow split peas,500,PVT,
2015,10-august,pg tips,750,PVT,106643
2015,10-august,batter mix,625,PVT,
2015,10-august,dumpling mix,150,PVT,
2015,10-august,strawberry jam,1362,PVT,
2015,10-august,lychees,567,PVT,
2015,10-august,peanut butter,340,PVT,
2015,10-august,new potatoes,2180,PVT,
2015,10-august,teabags,250,PVT,
2015,10-august,fudge,7200,PVT,
2015,10-august,lettuce,7550,HOLLY ,
2015,10-august,coriander,5700,HOLLY ,
2015,10-august,courgettes,69650,PVT,
2015,10-august,cucumber,3200,PVT,100624
2015,11-august,sugar  ,1000,PVT,
2015,11-august,flour,3500,PVT,
2015,11-august,spaghetti,17000,PVT,
2015,11-august,bread ,4300,LBC,
2015,11-august,chocolate muffins,100,CC,
2015,11-august,pastries,3100,CC,
2015,11-august,birthday cake,4780,CC,
2015,11-august,bagels,1200,CC,
2015,11-august,raisins,650,FPHOT,
2015,11-august,cream cheese icing,800,FPHOT,
2015,11-august,mug cake,260,FPHOT,
2015,11-august,cup cake centers,1120,FPHOT,
2015,11-august,cup cake icing,180,FPHOT,
2015,11-august,S/R flour,1500,FPHOT,
2015,11-august,caster sugar,1100,FPHOT,
2015,11-august,icing sugar ,500,FPHOT,
2015,11-august,vegetable oil,1000,FPHOT,
2015,11-august,wafer flowers,40,FPHOT,
2015,11-august,icing sticks,76,FPHOT,
2015,11-august,sugar carrots,36,FPHOT,
2015,11-august,cup cake casing,100,FPHOT,
2015,11-august,cocoa powder,20,FPHOT,
2015,11-august,chilli con carne,3600,FPHOT,
2015,11-august,chicken curry,3600,FPHOT,
2015,11-august,french fries,900,FPHOT,
2015,11-august,garden peas,1600,FPHOT,
2015,11-august,meat free sausage,264,FPHOT,
2015,11-august,glamorgan sausage,900,FPHOT,
2015,11-august,chips,4570,FPHOT,
2015,11-august,macaroni cheese,1500,FPHOT,
2015,11-august,lasagne,4400,FPHOT,
2015,11-august,faggots in gravy,4800,FPHOT,
2015,11-august,cottage pie,2000,FPHOT,
2015,11-august,rice crispies,500,SLFB,
2015,11-august,special k,1760,SLFB,
2015,11-august,easter egg,80,SLFB,
2015,11-august,micro popcorn,200,SLFB,
2015,11-august,cup a oats,80,SLFB,
2015,11-august,biscuits,200,SLFB,
2015,11-august,choc chip cookies,250,SLFB,
2015,11-august,cracker bread,200,SLFB,
2015,11-august,mixed grain bread mix,500,SLFB,
2015,11-august,lasagne sheets,200,SLFB,
2015,11-august,boil in the bag rice,500,SLFB,
2015,11-august,pasta  ,500,SLFB,
2015,11-august,long grain rice,1300,SLFB,
2015,11-august,mixed spice,14,SLFB,
2015,11-august,batter mix,128,SLFB,
2015,11-august,pasta  ,300,SLFB,
2015,11-august,cup a soup,107,SLFB,
2015,11-august,chicken seasoning,50,SLFB,
2015,11-august,crab meat,170,SLFB,
2015,11-august,gravy granuals,300,SLFB,
2015,11-august,baked beans,830,SLFB,
2015,11-august,couscous,300,SLFB,
2015,11-august,mash,544,SLFB,
2015,11-august,mango juice,1000,SLFB,
2015,11-august,oat bars,135,SLFB,
2015,11-august,pasta bake sauce,500,SLFB,
2015,11-august,Chicken & mushroom sauce,500,SLFB,
2015,11-august,lasagne sauce,500,SLFB,
2015,11-august,carbonara,500,SLFB,
2015,11-august,light mayo,960,SLFB,
2015,11-august,green pesto,190,SLFB,
2015,11-august,malt vinegar,250,SLFB,
2015,11-august,red kidney beans,800,SLFB,
2015,11-august,spaghetti,1200,SLFB,
2015,11-august,knorr soup,102,SLFB,
2015,11-august,sponge mix,230,SLFB,
2015,11-august,cooked rice,200,SLFB,
2015,11-august,mushy peas,600,SLFB,
2015,11-august,garden peas,300,SLFB,
2015,11-august,peach slices,821,SLFB,
2015,11-august,new potatoes,1650,SLFB,
2015,11-august,pilchards,310,SLFB,
2015,11-august,mackerel,125,SLFB,
2015,11-august,carrots,300,SLFB,
2015,11-august,bolognese sauce,425,SLFB,
2015,11-august,table salt,1000,SLFB,
2015,11-august,chocolate brownies,275,SLFB,
2015,11-august,latte,198,SLFB,
2015,11-august,cappacino,152,SLFB,
2015,11-august,couscous,500,SLFB,
2015,11-august,pasta  ,400,SLFB,
2015,11-august,custard,300,SLFB,
2015,11-august,table salt,400,SLFB,
2015,11-august,baked beans,415,SLFB,
2015,11-august,mixed beans,420,SLFB,
2015,11-august,salsa  ,226,SLFB,
2015,11-august,sardines,120,SLFB,
2015,11-august,battenberg,230,SLFB,
2015,11-august,basmati rice,500,SLFB,
2015,11-august,veg soup,4400,SLFB,
2015,11-august,chicken soup,600,SLFB,
2015,11-august,hot chocolate,3400,SLFB,
2015,11-august,tea ,2000,SLFB,106643
2015,12-august,soda bread,400,PVT,
2015,12-august,bread crusts,1300,PVT,
2015,12-august,dark chocolate,200,PVT,
2015,12-august,spaghetti,1100,SLFB,
2015,12-august,special k,78800,SLFB,
2015,12-august,biscuits,505,SLFB,
2015,12-august,chocolate pudding,920,SLFB,
2015,12-august,custard,75,SLFB,
2015,12-august,dumpling mix,284,SLFB,
2015,12-august,easter egg,131,SLFB,
2015,12-august,Potato & leek soup,400,SLFB,
2015,12-august,trifle mix,288,SLFB,
2015,12-august,swiss roll,300,SLFB,
2015,12-august,beer bread mix,450,SLFB,
2015,12-august,jelly,1215,SLFB,
2015,12-august,pasta bake sauce,500,SLFB,
2015,12-august,bread mix,500,SLFB,
2015,12-august,banana biscotti,60,SLFB,
2015,12-august,basmati rice,200,SLFB,
2015,12-august,sandwich spread,270,SLFB,
2015,12-august,bread mix,500,SLFB,
2015,12-august,curry cooking sauce,500,SLFB,
2015,12-august,all day veg breakfast,395,SLFB,
2015,12-august,baby food,190,SLFB,
2015,12-august,carnation cream,623,SLFB,
2015,12-august,whole milk,4000,SLFB,
2015,12-august,chick peas,420,SLFB,
2015,12-august,plum tomatoes,1200,SLFB,
2015,12-august,tuna,195,SLFB,
2015,12-august,spaghetti,200,SLFB,
2015,12-august,oatabix,230,SLFB,
2015,12-august,chilli con carne,500,SLFB,
2015,12-august,orange juice,30180,SLFB,
2015,12-august,apple juice,18000,SLFB,
2015,12-august,rich tea creams,175,SLFB,
2015,12-august,kitkat,291,SLFB,
2015,12-august,breakfast bars,210,SLFB,
2015,12-august,penguins,600,SLFB,
2015,12-august,chocolate fingers,385,SLFB,
2015,12-august,tomato juice,2000,SLFB,
2015,12-august,marmalade,340,SLFB,
2015,12-august,ginger jam,340,SLFB,
2015,12-august,brunch bars,192,SLFB,
2015,12-august,digestives,900,SLFB,
2015,12-august,chocolate digestives,332,SLFB,
2015,12-august,stock cubes,100,SLFB,
2015,12-august,G/F spaghetti,500,SLFB,
2015,12-august,biscuits,380,SLFB,
2015,12-august,jammy dodgers,140,SLFB,
2015,12-august,larva bread,120,SLFB,
2015,12-august,various crisps,2000,SLFB,
2015,12-august,crisps,468,SLFB,
2015,12-august,breakfast bars,210,SLFB,
2015,12-august,suet,200,SLFB,
2015,12-august,buckwheat,500,SLFB,
2015,12-august,porridge,500,SLFB,
2015,12-august,artichoke,280,SLFB,
2015,12-august,lasagne sheets,250,SLFB,
2015,12-august,biscuits,4702,SLFB,
2015,12-august,ready brek,500,SLFB,
2015,12-august,tomato sauce,560,SLFB,
2015,12-august,tabasco,114,SLFB,
2015,12-august,porridge,750,SLFB,
2015,12-august,sports drink,3000,SLFB,
2015,12-august,olives,354,SLFB,
2015,12-august,bay leaves,6,SLFB,
2015,12-august,cannaloni beans,900,SLFB,
2015,12-august,peaches,410,SLFB,
2015,12-august,stuffing mix,150,SLFB,
2015,12-august,pesto,185,SLFB,
2015,12-august,baked beans,2200,SLFB,
2015,12-august,beetroot,770,SLFB,
2015,12-august,mixed bean salad,400,SLFB,
2015,12-august,chick peas,800,SLFB,
2015,12-august,brunch bars,3300,SLFB,
2015,12-august,crisps,1044,SLFB,
2015,12-august,apple juice,48,SLFB,
2015,12-august,orange juice,24,SLFB,
2015,12-august,corn flakes,750,SLFB,
2015,12-august,1 cal spray,190,SLFB,
2015,12-august,nan bread,240,SLFB,
2015,12-august,sweets,320,SLFB,
2015,12-august,vinegar,284,SLFB,
2015,12-august,noodles,177,SLFB,
2015,12-august,vine leaves in brine,600,SLFB,
2015,12-august,pickled turnips,670,SLFB,
2015,12-august,couscous,4500,SLFB,
2015,12-august,peanut butter,567,SLFB,
2015,12-august,dried bean mix,500,SLFB,
2015,12-august,soya sauce,150,SLFB,
2015,12-august,lentils,750,SLFB,
2015,12-august,pasta  ,1000,SLFB,
2015,12-august,mayo,404,SLFB,
2015,12-august,ketchup,400,SLFB,
2015,12-august,hot chocolate,410,SLFB,
2015,12-august,pastry mix,500,SLFB,
2015,12-august,noodles,300,SLFB,
2015,12-august,chopped tomatoes,400,SLFB,
2015,12-august,peach slices,410,SLFB,
2015,12-august,pickled onions,908,SLFB,
2015,12-august,olives,110,SLFB,
2015,12-august,picallili,290,SLFB,
2015,12-august,chicken stock,200,SLFB,
2015,12-august,dates,400,SLFB,
2015,12-august,carbonara meal kit,203,SLFB,
2015,12-august,banana chips,200,SLFB,
2015,12-august,gravy granuals,600,SLFB,
2015,12-august,spag bol sauce,1915,SLFB,
2015,12-august,vinegar,284,SLFB,
2015,12-august,lasagne sheets,500,SLFB,
2015,12-august,split peas,500,SLFB,
2015,12-august,honey mustard pasta,1000,SLFB,
2015,12-august,tomatoes,400,SLFB,
2015,12-august,bacon bits,1814,PVT,
2015,12-august,actimel,800,NLFB,
2015,12-august,easter egg,170,NLFB,
2015,12-august,mayonaise,500,NLFB,
2015,12-august,oxo cubes,71,NLFB,
2015,12-august,cup a soup,2880,NLFB,
2015,12-august,rhubarb,490,NLFB,
2015,12-august,forest fruits,820,NLFB,
2015,12-august,garden peas,565,NLFB,
2015,12-august,black eyed beans,400,NLFB,
2015,12-august,dolmio,340,NLFB,
2015,12-august,crab meat,170,NLFB,
2015,12-august,chocolate custard,465,NLFB,
2015,12-august,rusks,10,NLFB,
2015,12-august,couscous,1000,NLFB,
2015,12-august,colmans,300,NLFB,
2015,12-august,corned beef,340,NLFB,
2015,12-august,mint tea,40,NLFB,
2015,12-august,milk uht,1000,NLFB,
2015,12-august,noodles,60,NLFB,
2015,12-august,venison pate,100,NLFB,
2015,12-august,raisins,150,NLFB,
2015,12-august,muller rice,50,NLFB,
2015,12-august,chocolate biscuits,150,NLFB,
2015,12-august,shredded wheat,600,NLFB,
2015,12-august,stock cubes,600,NLFB,211578
2015,13-august,breadcakes,1800,GREG,
2015,13-august,spinach,400,FPHOT,
2015,13-august,mixed salad,100,FPHOT,
2015,13-august,cup cakes,1000,FPHOT,
2015,13-august,cookies,900,FPHOT,
2015,13-august,sliced cucumber,1100,FPHOT,
2015,13-august,sliced tomatoes,1100,FPHOT,
2015,13-august,water,100,FPHOT,10400
2015,13-august,baguettes,3900,FPHOT,
2015,14-august,lettuce,6400,HOLLY ,
2015,14-august,courgettes,3200,HOLLY ,
2015,14-august,coriander,100,HOLLY ,
2015,14-august,cappucino,150,PVT,
2015,14-august,mushrooms,250,PVT,
2015,14-august,chicken mayo sandwiches,1800,OAB,
2015,14-august,tuna sandwiches,200,OAB,
2015,14-august,ploughmans,1400,OAB,
2015,14-august,Cheese & tomato sandwiches,1400,OAB,
2015,14-august,choc chip muffins,720,OAB,
2015,14-august,crisps,264,PVT,
2015,14-august,fruit bars,280,PVT,
2015,14-august,mixed sandwiches,27540,Condover Hall,43704
2015,17-august,rhubarb,1300,PVT,
2015,17-august,green apples,1000,PVT,
2015,17-august,strawberries,400,PVT,
2015,17-august,cakes,2400,PVT,
2015,17-august,chicken  ,5150,NAN ,
2015,17-august,lettuce,500,PVT,
2015,17-august,fruit  ,400,PVT,
2015,17-august,maple flavoured twists,4992,PAFRAS,
2015,17-august,peppermint tea,160,PAFRAS,
2015,17-august,evaporated milk,410,PAFRAS,
2015,17-august,beef stroganoff,410,PAFRAS,
2015,17-august,Cock-a-leekie soup,380,PAFRAS,
2015,17-august,Sweet & sour chicken,400,PAFRAS,
2015,17-august,baked beans,415,PAFRAS,
2015,17-august,chicken soup,400,PAFRAS,
2015,17-august,chopped tomatoes,400,PAFRAS,
2015,17-august,veg soup,3200,PAFRAS,
2015,17-august,yorkshire tea leaves,1000,PAFRAS,
2015,17-august,coffee mate,1000,PAFRAS,
2015,17-august,easy bake dry yeast,56,PAFRAS,
2015,17-august,chopped tomatoes,1430,PAFRAS,
2015,17-august,veg chilli,400,PAFRAS,
2015,17-august,baked beans,2200,PAFRAS,
2015,17-august,soup,1180,PAFRAS,
2015,17-august,garden peas,400,PAFRAS,
2015,17-august,peach slices,410,PAFRAS,
2015,17-august,mango pulp,850,PAFRAS,
2015,17-august,tomato soup,400,PAFRAS,
2015,17-august,scotch broth,400,PAFRAS,
2015,17-august,rice pudding,400,PAFRAS,
2015,17-august,custard,396,PAFRAS,
2015,17-august,pear halves,415,PAFRAS,
2015,17-august,Sweet & sour chicken,400,PAFRAS,
2015,17-august,macaroni cheese,795,PAFRAS,
2015,17-august,mushy peas,400,PAFRAS,
2015,17-august,spaghetti,395,PAFRAS,
2015,17-august,mandarine segments,298,PAFRAS,
2015,17-august,cheese savoury sandwiches,1500,OAB,
2015,17-august,"tuna, sweetcorn & lettuce",1800,OAB,
2015,17-august,chicken tikka,2400,OAB,
2015,17-august,ploughmans,1500,OAB,
2015,17-august,tuna mayo,2400,OAB,
2015,17-august,garlic,1700,HOLLY ,
2015,17-august,fennel,3150,HOLLY ,
2015,17-august,potatoes,12350,HOLLY ,
2015,17-august,courgettes,8750,HOLLY ,
2015,17-august,lettuce,4650,HOLLY ,
2015,17-august,potatoes,14150,CC,
2015,17-august,bread,3500,CC,93392
2015,18-august,plums,720,PVT,
2015,18-august,wachsbrech,720,PVT,
2015,18-august,milk  ,2000,PVT,
2015,18-august,sugar,1000,PVT,4440
2015,19-august,coke life,3140,N&WFB,
2015,19-august,diet coke,1250,N&WFB,
2015,19-august,chicken noodle soup,159,N&WFB,
2015,19-august,muesli,850,N&WFB,
2015,19-august,rice ,500,N&WFB,
2015,19-august,tuna,112,N&WFB,
2015,19-august,beans,1055,N&WFB,
2015,19-august,rice pudding,400,N&WFB,
2015,19-august,custard,400,N&WFB,
2015,19-august,spaghetti,805,N&WFB,
2015,19-august,squash,1750,N&WFB,
2015,19-august,juice,1000,N&WFB,
2015,19-august,fanta,330,N&WFB,
2015,19-august,coffee  ,50,N&WFB,
2015,19-august,tea ,100,N&WFB,
2015,19-august,malt loaf,640,N&WFB,
2015,19-august,puree,200,N&WFB,
2015,19-august,mackerel,125,N&WFB,
2015,19-august,sardines,120,N&WFB,
2015,19-august,sparkling water,2000,N&WFB,
2015,19-august,dried skimmed milk,2270,N&WFB,
2015,19-august,biscuits,175,N&WFB,
2015,19-august,salsa  ,226,N&WFB,
2015,19-august,Black grape drink,500,N&WFB,
2015,19-august,cup a soup,50,N&WFB,
2015,19-august,Tea bags,100,N&WFB,
2015,19-august,Sugar,800,N&WFB,
2015,19-august,Plum tomatoes,400,N&WFB,
2015,19-august,Coconut milk,400,N&WFB,
2015,19-august,Bolognese sauce,315,N&WFB,
2015,19-august,Chocolate drink,66,N&WFB,
2015,19-august,Nutty muesli,700,N&WFB,
2015,19-august,Lettuce,6600,HOLLY ,
2015,19-august,Red Lettuce,1200,HOLLY ,
2015,19-august,Celery,1100,HOLLY ,
2015,19-august,Courgettes,4800,HOLLY ,
2015,19-august,Garlic,800,HOLLY ,
2015,19-august,Red chillies,4400,N&WFB,
2015,19-august,Sage,35,N&WFB,
2015,19-august,Garlic,200,N&WFB,
2015,19-august,Courgettes,4400,N&WFB,
2015,19-august,mint tea,35,N&WFB,
2015,19-august,Tomatoes,1200,N&WFB,
2015,19-august,Parsley,200,N&WFB,
2015,19-august,Green beans,4100,N&WFB,
2015,19-august,coffee  ,1000,PVT,51058
